ORDER_ID,PO_ID,CUSTOMER_ID,ORDER_DATE,ORDER_AMOUNT,STATUS
ORD-000072-3,PO-000072,CUST-00485,2026-08-31,37583.04,OPEN
ORD-000072-4,PO-000072,CUST-02059,2026-08-30,9395.76,OPEN
ORD-000073-1,PO-000073,CUST-00898,2026-06-22,68730.74,OPEN
ORD-000073-2,PO-000073,CUST-02482,2026-06-15,34365.37,OPEN
ORD-000073-3,PO-000073,CUST-02202,2026-06-21,34365.37,OPEN
ORD-000074-1,PO-000074,CUST-00320,2026-07-02,37777.85,OPEN
ORD-000074-2,PO-000074,CUST-02346,2026-06-24,56666.78,OPEN
ORD-000074-3,PO-000074,CUST-02132,2026-06-26,37777.85,OPEN
ORD-000074-4,PO-000074,CUST-02389,2026-07-04,56666.78,OPEN
ORD-000075-1,PO-000075,CUST-02289,2026-08-03,8817.55,OPEN
ORD-000075-2,PO-000075,CUST-01043,2026-07-27,2204.39,OPEN
ORD-000075-3,PO-000075,CUST-00186,2026-08-05,8817.55,OPEN
ORD-000075-4,PO-000075,CUST-00283,2026-07-28,8817.55,OPEN
ORD-000076-1,PO-000076,CUST-01547,2026-02-22,28865.33,OPEN
ORD-000076-2,PO-000076,CUST-01425,2026-02-26,57730.66,OPEN
ORD-000076-3,PO-000076,CUST-02167,2026-02-24,28865.33,OPEN
ORD-000077-1,PO-000077,CUST-02179,2026-07-23,974.73,OPEN
ORD-000077-2,PO-000077,CUST-01418,2026-07-16,974.73,OPEN
ORD-000077-3,PO-000077,CUST-00132,2026-07-16,3898.93,OPEN
ORD-000077-4,PO-000077,CUST-00986,2026-07-22,3898.93,OPEN
ORD-000078-1,PO-000078,CUST-01798,2026-04-25,22467.21,OPEN
ORD-000078-2,PO-000078,CUST-00574,2026-04-28,89868.84,OPEN
ORD-000079-1,PO-000079,CUST-02136,2026-06-01,44944.35,OPEN
ORD-000079-2,PO-000079,CUST-00250,2026-06-01,29962.9,OPEN
ORD-000080-1,PO-000080,CUST-02149,2026-06-15,25493.28,OPEN
ORD-000081-1,PO-000081,CUST-00592,2026-03-21,18926.93,OPEN
ORD-000081-2,PO-000081,CUST-01707,2026-03-26,14195.2,OPEN
ORD-000082-1,PO-000082,CUST-00379,2026-03-11,12873.95,OPEN
ORD-000083-1,PO-000083,CUST-01964,2026-04-10,50606.97,OPEN
ORD-000084-1,PO-000084,CUST-01625,2026-02-27,70302.69,OPEN
ORD-000084-2,PO-000084,CUST-01560,2026-03-01,46868.46,OPEN
ORD-000084-3,PO-000084,CUST-01264,2026-03-06,46868.46,OPEN
ORD-000084-4,PO-000084,CUST-01909,2026-03-04,35151.35,OPEN
ORD-000085-1,PO-000085,CUST-00598,2026-08-23,15433.78,OPEN
ORD-000085-2,PO-000085,CUST-01210,2026-08-31,7716.89,OPEN
ORD-000085-3,PO-000085,CUST-01556,2026-08-28,15433.78,OPEN
ORD-000085-4,PO-000085,CUST-01055,2026-08-30,10289.19,OPEN
ORD-000086-1,PO-000086,CUST-00754,2026-07-15,29837.21,OPEN
ORD-000086-2,PO-000086,CUST-00305,2026-07-15,119348.84,OPEN
ORD-000087-1,PO-000087,CUST-00896,2026-04-18,21054.98,OPEN
ORD-000088-1,PO-000088,CUST-02180,2026-06-08,95840.42,OPEN
ORD-000088-2,PO-000088,CUST-02169,2026-06-08,95840.42,OPEN
ORD-000088-3,PO-000088,CUST-00071,2026-06-16,31946.81,OPEN
ORD-000088-4,PO-000088,CUST-00395,2026-06-10,95840.42,OPEN
ORD-000089-1,PO-000089,CUST-01529,2026-06-14,79205.17,OPEN
ORD-000089-2,PO-000089,CUST-00926,2026-06-17,39602.58,OPEN
ORD-000089-3,PO-000089,CUST-00383,2026-06-18,79205.17,OPEN
ORD-000090-1,PO-000090,CUST-01357,2026-01-22,23923.46,OPEN
ORD-000091-1,PO-000091,CUST-01149,2026-02-28,32106.85,OPEN
ORD-000091-2,PO-000091,CUST-00735,2026-03-10,32106.85,OPEN
ORD-000091-3,PO-000091,CUST-01632,2026-03-03,16053.42,OPEN
ORD-000092-1,PO-000092,CUST-00322,2026-06-01,62640.13,OPEN
ORD-000092-2,PO-000092,CUST-01791,2026-05-26,125280.26,OPEN
ORD-000092-3,PO-000092,CUST-01337,2026-05-31,31320.06,OPEN
ORD-000093-1,PO-000093,CUST-00352,2026-05-08,8651.67,OPEN
ORD-000093-2,PO-000093,CUST-00337,2026-05-09,34606.69,OPEN
ORD-000093-3,PO-000093,CUST-01596,2026-05-12,17303.35,OPEN
ORD-000093-4,PO-000093,CUST-00022,2026-05-07,34606.69,OPEN
ORD-000094-1,PO-000094,CUST-00424,2026-02-03,5077.45,OPEN
ORD-000094-2,PO-000094,CUST-02446,2026-02-01,20309.8,OPEN
ORD-000094-3,PO-000094,CUST-01196,2026-02-02,20309.8,OPEN
ORD-000094-4,PO-000094,CUST-02343,2026-01-28,10154.9,OPEN
ORD-000095-1,PO-000095,CUST-00260,2026-02-20,10628.3,OPEN
ORD-000095-2,PO-000095,CUST-01228,2026-02-17,5314.15,OPEN
ORD-000095-3,PO-000095,CUST-01011,2026-02-18,7085.53,OPEN
ORD-000096-1,PO-000096,CUST-01557,2026-05-04,5497.46,OPEN
ORD-000097-1,PO-000097,CUST-01963,2026-08-02,61809.26,OPEN
ORD-000097-2,PO-000097,CUST-01194,2026-08-03,41206.17,OPEN
ORD-000097-3,PO-000097,CUST-01335,2026-08-06,61809.26,OPEN
ORD-000098-1,PO-000098,CUST-01891,2026-04-14,17526.23,OPEN
ORD-000098-2,PO-000098,CUST-00284,2026-04-11,5842.08,OPEN
ORD-000099-1,PO-000099,CUST-01840,2026-03-09,38275.91,OPEN
ORD-000099-2,PO-000099,CUST-02189,2026-03-12,9568.98,OPEN
ORD-000099-3,PO-000099,CUST-01473,2026-03-11,38275.91,OPEN
ORD-000099-4,PO-000099,CUST-00448,2026-03-12,38275.91,OPEN
ORD-000100-1,PO-000100,CUST-00044,2026-05-31,147549.43,OPEN
ORD-000100-2,PO-000100,CUST-01826,2026-05-28,73774.71,OPEN
ORD-000100-3,PO-000100,CUST-01413,2026-06-01,73774.71,OPEN
ORD-000101-1,PO-000101,CUST-01278,2026-04-19,46040.62,OPEN
ORD-000102-1,PO-000102,CUST-01307,2026-05-21,18174.36,OPEN
ORD-000103-1,PO-000103,CUST-02261,2026-01-09,63726.21,OPEN
ORD-000103-2,PO-000103,CUST-01893,2026-01-14,31863.1,OPEN
ORD-000104-1,PO-000104,CUST-01842,2026-02-17,48125.79,OPEN
ORD-000104-2,PO-000104,CUST-00880,2026-02-23,96251.59,OPEN
ORD-000104-3,PO-000104,CUST-02200,2026-02-18,96251.59,OPEN
ORD-000104-4,PO-000104,CUST-01875,2026-02-22,48125.79,OPEN
ORD-000105-1,PO-000105,CUST-02405,2026-05-25,36226.12,OPEN
ORD-000105-2,PO-000105,CUST-00707,2026-05-21,36226.12,OPEN
ORD-000105-3,PO-000105,CUST-00549,2026-05-25,144904.5,OPEN
ORD-000105-4,PO-000105,CUST-00480,2026-05-19,48301.5,OPEN
ORD-000106-1,PO-000106,CUST-01994,2026-05-17,29287.63,OPEN
ORD-000106-2,PO-000106,CUST-02273,2026-05-21,29287.63,OPEN
ORD-000106-3,PO-000106,CUST-00767,2026-05-15,29287.63,OPEN
ORD-000106-4,PO-000106,CUST-01471,2026-05-20,58575.26,OPEN
ORD-000107-1,PO-000107,CUST-01703,2026-08-03,14474.91,OPEN
ORD-000107-2,PO-000107,CUST-00339,2026-08-04,28949.83,OPEN
ORD-000107-3,PO-000107,CUST-00134,2026-07-31,19299.88,OPEN
ORD-000107-4,PO-000107,CUST-00689,2026-08-05,19299.88,OPEN
ORD-000108-1,PO-000108,CUST-02221,2026-05-29,25621.83,OPEN
ORD-000108-2,PO-000108,CUST-01742,2026-05-29,38432.75,OPEN
ORD-000108-3,PO-000108,CUST-01843,2026-05-25,76865.49,OPEN
ORD-000109-1,PO-000109,CUST-02500,2026-04-26,43286.98,OPEN
ORD-000109-2,PO-000109,CUST-00847,2026-04-25,64930.46,OPEN
ORD-000110-1,PO-000110,CUST-02346,2026-05-21,14174.07,OPEN
ORD-000110-2,PO-000110,CUST-00556,2026-05-27,42522.21,OPEN
ORD-000110-3,PO-000110,CUST-00544,2026-05-21,21261.1,OPEN
ORD-000111-1,PO-000111,CUST-01697,2026-08-03,12503.14,OPEN
ORD-000111-2,PO-000111,CUST-01651,2026-08-02,37509.43,OPEN
ORD-000111-3,PO-000111,CUST-02000,2026-08-06,9377.36,OPEN
ORD-000111-4,PO-000111,CUST-01878,2026-08-01,37509.43,OPEN
ORD-000112-1,PO-000112,CUST-01100,2026-07-26,20099.12,OPEN
ORD-000112-2,PO-000112,CUST-02319,2026-07-28,40198.23,OPEN
ORD-000112-3,PO-000112,CUST-00189,2026-08-02,80396.46,OPEN
ORD-000112-4,PO-000112,CUST-00648,2026-07-23,80396.46,OPEN
ORD-000113-1,PO-000113,CUST-00383,2026-02-23,49785.42,OPEN
ORD-000113-2,PO-000113,CUST-01524,2026-02-25,149356.26,OPEN
ORD-000113-3,PO-000113,CUST-01252,2026-02-21,37339.07,OPEN
ORD-000114-1,PO-000114,CUST-02432,2026-07-01,7364.98,OPEN
ORD-000114-2,PO-000114,CUST-00039,2026-07-10,3682.49,OPEN
ORD-000114-3,PO-000114,CUST-00542,2026-07-01,3682.49,OPEN
ORD-000114-4,PO-000114,CUST-00366,2026-07-03,3682.49,OPEN
ORD-000115-1,PO-000115,CUST-00281,2026-04-07,66103.93,OPEN
ORD-000115-2,PO-000115,CUST-01803,2026-04-05,66103.93,OPEN
ORD-000115-3,PO-000115,CUST-01687,2026-04-15,66103.93,OPEN
ORD-000115-4,PO-000115,CUST-00412,2026-04-08,132207.85,OPEN
ORD-000116-1,PO-000116,CUST-00346,2026-04-03,48168.56,OPEN
ORD-000116-2,PO-000116,CUST-00110,2026-04-09,48168.56,OPEN
ORD-000117-1,PO-000117,CUST-00462,2026-07-18,14766.69,OPEN
ORD-000117-2,PO-000117,CUST-02164,2026-07-21,59066.78,OPEN
ORD-000118-1,PO-000118,CUST-01930,2026-02-11,29166.16,OPEN
ORD-000118-2,PO-000118,CUST-00057,2026-02-12,58332.32,OPEN
ORD-000118-3,PO-000118,CUST-01631,2026-02-03,58332.32,OPEN
ORD-000119-1,PO-000119,CUST-01270,2026-04-23,105420.69,OPEN
ORD-000119-2,PO-000119,CUST-02198,2026-04-22,52710.35,OPEN
ORD-000120-1,PO-000120,CUST-01780,2026-03-24,104952.04,OPEN
ORD-000121-1,PO-000121,CUST-00047,2026-03-21,50039.45,OPEN
ORD-000122-1,PO-000122,CUST-01759,2026-02-12,18698.16,OPEN
ORD-000123-1,PO-000123,CUST-00228,2026-07-09,48756.69,OPEN
ORD-000123-2,PO-000123,CUST-00645,2026-07-04,48756.69,OPEN
ORD-000123-3,PO-000123,CUST-00936,2026-07-11,146270.06,OPEN
ORD-000123-4,PO-000123,CUST-00051,2026-07-02,146270.06,OPEN
ORD-000124-1,PO-000124,CUST-00920,2026-04-17,34518.47,OPEN
ORD-000125-1,PO-000125,CUST-00735,2026-03-19,123986.55,OPEN
ORD-000126-1,PO-000126,CUST-02266,2026-01-23,131610.19,OPEN
ORD-000126-2,PO-000126,CUST-01195,2026-01-23,65805.1,OPEN
ORD-000126-3,PO-000126,CUST-01901,2026-01-27,65805.1,OPEN
ORD-000127-1,PO-000127,CUST-00098,2026-07-07,33779.07,OPEN
ORD-000127-2,PO-000127,CUST-01373,2026-07-12,135116.27,OPEN
ORD-000128-1,PO-000128,CUST-00584,2026-02-03,31176.56,OPEN
ORD-000128-2,PO-000128,CUST-00949,2026-01-28,31176.56,OPEN
ORD-000128-3,PO-000128,CUST-00348,2026-02-01,7794.14,OPEN
ORD-000128-4,PO-000128,CUST-01616,2026-02-04,15588.28,OPEN
ORD-000129-1,PO-000129,CUST-01291,2026-04-26,33178.46,OPEN
ORD-000129-2,PO-000129,CUST-01114,2026-04-27,24883.84,OPEN
ORD-000130-1,PO-000130,CUST-01842,2026-07-20,57818.46,OPEN
ORD-000130-2,PO-000130,CUST-02196,2026-07-25,115636.92,OPEN
ORD-000131-1,PO-000131,CUST-02472,2026-05-01,13372.9,OPEN
ORD-000132-1,PO-000132,CUST-01225,2026-02-13,14136.33,OPEN
ORD-000132-2,PO-000132,CUST-01853,2026-02-07,3534.08,OPEN
ORD-000132-3,PO-000132,CUST-01893,2026-02-10,14136.33,OPEN
ORD-000133-1,PO-000133,CUST-01525,2026-01-19,31160.17,OPEN
ORD-000133-2,PO-000133,CUST-00308,2026-01-25,41546.89,OPEN
ORD-000134-1,PO-000134,CUST-00208,2026-07-27,4938.59,OPEN
ORD-000135-1,PO-000135,CUST-00767,2026-05-13,2453.8,OPEN
ORD-000135-2,PO-000135,CUST-00142,2026-05-15,2453.8,OPEN
ORD-000136-1,PO-000136,CUST-01146,2026-06-15,44618.22,OPEN
ORD-000136-2,PO-000136,CUST-02154,2026-06-21,22309.11,OPEN
ORD-000136-3,PO-000136,CUST-01471,2026-06-15,11154.56,OPEN
ORD-000136-4,PO-000136,CUST-02317,2026-06-22,14872.74,OPEN
ORD-000137-1,PO-000137,CUST-01933,2026-02-20,4396.41,OPEN
ORD-000138-1,PO-000138,CUST-00899,2026-02-18,15470.08,OPEN
ORD-000138-2,PO-000138,CUST-00722,2026-02-15,7735.04,OPEN
ORD-000138-3,PO-000138,CUST-02424,2026-02-15,5156.69,OPEN
ORD-000139-1,PO-000139,CUST-00156,2026-05-27,35570.27,OPEN
ORD-000139-2,PO-000139,CUST-00082,2026-05-28,71140.54,OPEN
ORD-000139-3,PO-000139,CUST-00826,2026-05-25,47427.03,OPEN
ORD-000140-1,PO-000140,CUST-02403,2026-08-24,60231.22,OPEN
ORD-000141-1,PO-000141,CUST-02401,2026-08-10,19795.27,OPEN
ORD-000142-1,PO-000142,CUST-00714,2026-02-14,48797.06,OPEN
ORD-000142-2,PO-000142,CUST-00915,2026-02-13,48797.06,OPEN
ORD-000142-3,PO-000142,CUST-01257,2026-02-06,36597.79,OPEN
ORD-000142-4,PO-000142,CUST-00008,2026-02-06,73195.59,OPEN
